feedback_id,review_sentiment,review_theme_primary,review_need_type,review_severity,review_purchase_impact,review_confidence,conflict_fields,review_status,human_review_required
F0029,2,hardware,real_need,S2,unknown,0.9,severity,conflict,True
F0032,2,other,unknown,S3,unknown,0.45,sentiment;theme_primary;need_type;purchase_impact,conflict,True
F0033,1,firmware,real_need,S2,blocker,0.9,sentiment;theme_primary;severity;purchase_impact,conflict,True
F0034,2,display_ux,real_need,S4,influence,0.85,purchase_impact,conflict,False
F0035,2,connectivity,real_need,S3,influence,0.85,theme_primary;purchase_impact,conflict,True
F0036,2,data_accuracy,real_need,S3,unknown,0.82,purchase_impact,conflict,False
F0037,2,firmware,real_need,S4,unknown,0.82,sentiment;severity,conflict,True
F0038,2,hardware,real_need,S2,blocker,0.92,severity;purchase_impact,conflict,True
F0040,2,connectivity,real_need,S3,influence,0.88,,agreed,False
F0041,2,data_accuracy,real_need,S2,influence,0.88,theme_primary;purchase_impact,conflict,True
F0042,3,other,unknown,S5,unknown,0.1,,agreed,True
F0043,3,feature_request,feature_request,S4,influence,0.88,sentiment;severity,conflict,True
F0044,2,connectivity,real_need,S3,unknown,0.85,sentiment;severity,conflict,True
F0045,4,feature_request,feature_request,S5,no_impact,0.92,purchase_impact,conflict,False
F0046,2,after_sales,real_need,S3,unknown,0.6,severity,conflict,True
F0047,1,data_accuracy,real_need,S2,unknown,0.75,,agreed,False
F0048,1,feature_request,feature_request,S5,unknown,0.45,sentiment;theme_primary;severity,conflict,True
F0049,1,compatibility,real_need,S2,unknown,0.82,theme_primary,conflict,True
F0050,2,connectivity,real_need,S2,blocker,0.82,theme_primary;purchase_impact,conflict,True
F0051,5,other,unknown,S5,unknown,0.4,need_type;purchase_impact,conflict,True
F0052,2,connectivity,incidental_failure,S3,unknown,0.62,need_type;severity,conflict,True
F0053,2,compatibility,feature_request,S5,influence,0.92,severity,conflict,True
F0054,2,compatibility,real_need,S3,influence,0.85,theme_primary;purchase_impact,conflict,True
F0055,2,feature_request,feature_request,S4,unknown,0.88,,agreed,False
F0056,3,other,unknown,S5,unknown,0.0,,failed,True
F0057,4,feature_request,feature_request,S5,unknown,0.88,sentiment,conflict,False
F0058,1,price_value,feature_request,S4,blocker,0.82,sentiment;purchase_impact,conflict,False
F0059,2,feature_request,feature_request,S4,influence,0.88,,agreed,False
F0060,1,connectivity,real_need,S3,unknown,0.85,severity,conflict,True
F0061,3,compatibility,feature_request,S5,unknown,0.6,theme_primary;need_type,conflict,True
F0062,2,compatibility,real_need,S3,influence,0.85,sentiment;theme_primary,conflict,True
F0063,2,connectivity,real_need,S3,unknown,0.78,,agreed,False
F0064,3,feature_request,feature_request,S5,unknown,0.55,,agreed,True
F0065,2,firmware,real_need,S3,unknown,0.55,theme_primary;need_type;severity,conflict,True
F0066,1,firmware,real_need,S4,blocker,0.85,sentiment;theme_primary;need_type;purchase_impact,conflict,True
F0067,2,compatibility,real_need,S3,unknown,0.75,theme_primary,conflict,True
F0068,1,compatibility,real_need,S2,unknown,0.85,theme_primary;severity;purchase_impact,conflict,True
F0069,1,compatibility,real_need,S2,blocker,0.85,sentiment;severity;purchase_impact,conflict,True
F0070,1,other,emotional_complaint,S5,unknown,0.85,,agreed,False
F0071,2,firmware,real_need,S3,unknown,0.82,theme_primary,conflict,True
F0072,2,compatibility,real_need,S3,unknown,0.78,theme_primary,conflict,True
F0073,2,firmware,feature_request,S5,unknown,0.6,need_type;severity,conflict,True
F0074,1,other,emotional_complaint,S5,unknown,0.75,,agreed,False
F0075,2,connectivity,real_need,S3,influence,0.78,purchase_impact,conflict,False
F0076,4,feature_request,feature_request,S5,no_impact,0.85,sentiment;purchase_impact,conflict,False
F0077,2,feature_request,feature_request,S5,unknown,0.85,,agreed,False
F0078,3,other,unknown,S5,unknown,0.99,,agreed,False
F0079,2,feature_request,feature_request,S5,influence,0.92,theme_primary;purchase_impact,conflict,True
F0080,2,data_accuracy,real_need,S1,unknown,0.78,theme_primary;need_type;severity,conflict,True
F0081,2,feature_request,feature_request,S5,influence,0.82,theme_primary;severity,conflict,True
F0082,2,navigation,real_need,S2,influence,0.82,theme_primary;severity;purchase_impact,conflict,True
F0083,4,feature_request,feature_request,S5,no_impact,0.82,,agreed,False
F0084,2,compatibility,feature_request,S5,unknown,0.9,,agreed,False
F0085,4,other,unknown,S5,no_impact,0.35,need_type,conflict,True
F0086,3,compatibility,feature_request,S5,unknown,0.82,sentiment,conflict,False
F0087,5,other,emotional_complaint,S5,no_impact,0.95,sentiment,conflict,False
F0088,3,feature_request,feature_request,S5,unknown,0.7,sentiment,conflict,False
F0089,2,connectivity,real_need,S3,unknown,0.75,,agreed,False
F0090,2,firmware,real_need,S3,unknown,0.82,,agreed,False
F0091,1,connectivity,real_need,S3,unknown,0.88,purchase_impact,conflict,False
F0092,2,firmware,real_need,S4,unknown,0.82,,agreed,False
F0093,1,connectivity,real_need,S2,unknown,0.92,severity,conflict,True
F0094,5,other,unknown,S5,no_impact,0.6,sentiment;need_type,conflict,True
F0095,3,feature_request,feature_request,S5,unknown,0.92,,agreed,False
F0096,2,connectivity,real_need,S3,unknown,0.92,,agreed,False
F0097,1,connectivity,real_need,S3,no_impact,0.92,theme_primary;purchase_impact,conflict,True
F0098,2,feature_request,feature_request,S5,unknown,0.95,,agreed,False
F0099,2,connectivity,real_need,S3,influence,0.78,theme_primary;purchase_impact,conflict,True
F0100,5,other,unknown,S5,unknown,0.9,sentiment;need_type,conflict,True
F0101,5,other,unknown,S5,no_impact,0.92,theme_primary,conflict,True
F0102,5,compatibility,unknown,S5,no_impact,0.85,theme_primary,conflict,True
F0103,2,connectivity,real_need,S4,no_impact,0.88,purchase_impact,conflict,False
F0104,2,connectivity,real_need,S2,unknown,0.78,severity,conflict,True
F0105,4,hardware,real_need,S4,no_impact,0.78,,agreed,False
F0106,2,connectivity,real_need,S3,influence,0.85,purchase_impact,conflict,False
F0107,3,display_ux,feature_request,S5,unknown,0.98,,agreed,False
F0108,1,connectivity,real_need,S2,unknown,0.92,sentiment;severity,conflict,True
F0109,5,other,unknown,S5,no_impact,0.7,sentiment;need_type,conflict,True
F0110,2,firmware,real_need,S4,unknown,0.72,,agreed,False
F0111,1,price_value,real_need,S4,blocker,0.85,purchase_impact,conflict,False
F0112,1,display_ux,emotional_complaint,S5,unknown,0.7,,agreed,False
F0113,5,other,unknown,S5,no_impact,0.95,,agreed,False
F0114,2,connectivity,real_need,S3,unknown,0.78,,agreed,False
F0115,5,feature_request,unknown,S5,no_impact,0.85,sentiment,conflict,False
F0116,1,price_value,emotional_complaint,S4,blocker,0.55,severity;purchase_impact,conflict,True
F0117,2,firmware,real_need,S3,influence,0.82,,agreed,False
F0118,1,other,emotional_complaint,S4,influence,0.75,theme_primary,conflict,True
F0119,2,connectivity,real_need,S3,influence,0.9,purchase_impact,conflict,False
F0120,5,other,unknown,S5,no_impact,0.92,theme_primary,conflict,True
F0121,4,data_accuracy,feature_request,S5,no_impact,0.65,theme_primary;need_type,conflict,True
F0122,2,other,emotional_complaint,S5,no_impact,0.72,purchase_impact,conflict,False
F0123,2,feature_request,feature_request,S4,influence,0.88,theme_primary;need_type,conflict,True
F0124,1,connectivity,real_need,S2,influence,0.9,theme_primary;severity,conflict,True
F0125,2,other,real_need,S4,no_impact,0.82,theme_primary;need_type;purchase_impact,conflict,True
F0126,2,connectivity,real_need,S2,blocker,0.85,sentiment;purchase_impact,conflict,False
F0127,5,other,emotional_complaint,S5,no_impact,0.6,need_type;purchase_impact,conflict,True
F0128,2,display_ux,real_need,S2,influence,0.85,severity,conflict,True
F0129,4,compatibility,feature_request,S5,influence,0.95,theme_primary,conflict,True
F0130,3,other,unknown,S5,unknown,0.0,,failed,True
F0131,2,price_value,feature_request,S5,influence,0.88,need_type,conflict,True
F0132,2,connectivity,real_need,S4,unknown,0.82,severity,conflict,True
F0133,5,other,emotional_complaint,S5,no_impact,0.85,need_type,conflict,True
F0134,4,other,unknown,S5,unknown,0.3,,agreed,True
F0135,2,data_accuracy,real_need,S1,unknown,0.85,severity,conflict,True
F0136,2,feature_request,feature_request,S5,influence,0.92,purchase_impact,conflict,False
F0137,2,connectivity,real_need,S3,influence,0.92,theme_primary;need_type;severity,conflict,True
F0138,2,connectivity,real_need,S4,unknown,0.82,,agreed,False
F0139,2,firmware,real_need,S3,unknown,0.7,theme_primary;severity,conflict,True
F0140,1,connectivity,real_need,S2,blocker,0.82,severity,conflict,True
F0141,5,other,unknown,S5,no_impact,0.75,theme_primary,conflict,True
F0142,5,other,emotional_complaint,S5,no_impact,0.92,need_type,conflict,True
F0143,3,other,unknown,S5,unknown,0.0,,failed,True
F0144,2,navigation,real_need,S4,influence,0.85,theme_primary,conflict,True
F0145,3,feature_request,feature_request,S4,no_impact,0.82,sentiment;severity,conflict,True
F0146,5,feature_request,feature_request,S5,no_impact,0.85,theme_primary,conflict,True
F0147,2,price_value,emotional_complaint,S5,unknown,0.62,need_type,conflict,True
F0148,5,navigation,unknown,S5,no_impact,0.9,purchase_impact,conflict,False
F0149,4,feature_request,feature_request,S5,influence,0.9,purchase_impact,conflict,False
F0150,5,feature_request,unknown,S5,no_impact,0.62,sentiment;theme_primary;need_type,conflict,True
F0151,5,navigation,unknown,S5,no_impact,0.95,,agreed,False
F0152,5,compatibility,unknown,S5,no_impact,0.88,theme_primary,conflict,True
F0153,2,feature_request,feature_request,S4,blocker,0.88,,agreed,False
F0154,5,data_accuracy,unknown,S5,no_impact,0.82,sentiment;theme_primary;need_type,conflict,True
F0155,4,navigation,unknown,S5,no_impact,0.65,need_type,conflict,True
F0156,5,other,unknown,S5,no_impact,0.92,need_type,conflict,True
F0157,3,navigation,operation_misunderstanding,S4,unknown,0.7,severity,conflict,True
F0158,5,other,unknown,S5,no_impact,0.92,theme_primary,conflict,True
F0159,1,navigation,real_need,S4,blocker,0.88,theme_primary;severity,conflict,True
F0160,5,navigation,unknown,S5,no_impact,0.92,theme_primary,conflict,True
F0161,3,feature_request,feature_request,S5,no_impact,0.95,purchase_impact,conflict,False
F0162,5,feature_request,unknown,S5,no_impact,0.55,need_type,conflict,True
F0163,2,navigation,real_need,S3,unknown,0.75,severity,conflict,True
F0164,1,connectivity,real_need,S2,blocker,0.78,sentiment;theme_primary;severity;purchase_impact,conflict,True
F0165,1,connectivity,real_need,S3,blocker,0.78,sentiment,conflict,False
F0166,1,navigation,real_need,S1,influence,0.88,sentiment;severity;purchase_impact,conflict,True
F0167,2,display_ux,real_need,S2,influence,0.9,sentiment;purchase_impact,conflict,False
F0168,5,navigation,feature_request,S5,no_impact,0.92,,agreed,False
F0169,1,after_sales,real_need,S3,blocker,0.88,severity,conflict,True
F0170,1,firmware,real_need,S2,blocker,0.9,theme_primary;severity,conflict,True
F0171,1,navigation,real_need,S2,blocker,0.9,theme_primary;severity;purchase_impact,conflict,True
F0172,5,other,unknown,S5,no_impact,0.9,theme_primary;need_type,conflict,True
F0173,5,other,unknown,S5,no_impact,0.4,need_type;purchase_impact,conflict,True
F0174,2,after_sales,real_need,S2,blocker,0.9,severity;purchase_impact,conflict,True
F0175,2,after_sales,real_need,S4,unknown,0.75,theme_primary;need_type;severity,conflict,True
F0176,3,price_value,unknown,S5,influence,0.6,sentiment;severity,conflict,True
F0177,3,other,feature_request,S5,no_impact,0.88,sentiment;theme_primary;purchase_impact,conflict,True
F0178,2,display_ux,feature_request,S5,unknown,0.42,,agreed,True
F0179,2,navigation,real_need,S3,influence,0.88,sentiment;theme_primary;purchase_impact,conflict,True
F0180,2,connectivity,real_need,S3,influence,0.9,theme_primary;purchase_impact,conflict,True
F0181,3,other,unknown,S5,unknown,0.0,,failed,True
F0182,5,navigation,unknown,S5,no_impact,0.9,need_type,conflict,True
F0183,1,connectivity,real_need,S2,blocker,0.85,severity;purchase_impact,conflict,True
F0184,2,navigation,real_need,S4,influence,0.85,sentiment,conflict,False
F0185,2,connectivity,real_need,S2,influence,0.9,purchase_impact,conflict,False
F0186,2,display_ux,real_need,S3,influence,0.72,severity,conflict,True
F0187,5,navigation,unknown,S5,no_impact,0.95,,agreed,False
F0188,2,navigation,feature_request,S4,unknown,0.75,,agreed,False
F0189,5,navigation,unknown,S5,unknown,0.7,need_type;purchase_impact,conflict,True
F0190,5,other,unknown,S5,no_impact,0.85,need_type,conflict,True
